,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7
639,0,0,0,0,0,0,20,14,18,13,13,14,10,5,16,16,18,12,20,13,11,13,14,4,8,13,11,6,13,9,8,23,13,14,11,9,13,13,15,18,20,9,19,21,9,11,12,9,17,21,13,9,15,11,0
640,0,2,1,0,0,0,37,15,19,19,29,22,12,15,21,22,15,24,13,17,21,24,15,20,20,9,27,18,21,21,18,16,17,14,20,15,19,22,15,21,22,22,26,13,9,22,20,20,22,19,13,15,13,9,0
641,0,0,0,0,0,6,12,8,9,9,9,9,8,4,7,5,9,8,8,7,5,15,9,11,12,4,8,3,11,9,8,5,3,10,7,7,9,6,5,8,11,4,8,10,20,5,15,3,4,9,11,2,10,4,0
642,0,1,1,0,1,2,33,22,34,21,16,21,13,21,19,14,18,15,21,17,18,20,30,16,21,19,31,16,19,23,26,21,24,28,25,23,27,18,29,21,18,23,30,27,30,18,23,23,21,31,19,18,31,13,0
643,1,0,0,0,0,4,19,11,13,17,14,6,8,7,10,12,10,9,17,5,8,20,9,5,9,8,14,17,15,10,11,8,15,15,8,5,8,2,15,10,7,12,14,17,7,5,18,9,9,9,18,6,13,4,0
644,1,0,0,0,0,1,17,23,18,19,15,19,19,16,22,17,22,17,13,27,23,23,9,13,8,11,22,17,14,26,17,18,14,17,12,18,12,18,19,15,19,12,21,17,29,26,26,14,10,15,17,15,30,19,0
645,1,0,0,0,1,0,31,26,31,16,16,22,10,24,16,15,24,15,21,23,16,18,16,15,22,20,19,26,17,21,25,27,22,19,18,28,27,16,23,26,29,25,32,27,29,27,21,22,22,24,22,12,18,15,1
646,0,0,0,0,1,0,0,6,1,0,0,0,1,2,5,1,2,0,0,4,0,4,1,3,3,2,3,2,2,3,1,0,0,2,2,1,0,1,0,1,0,2,1,3,0,1,0,0,0,4,0,0,3,0,0
647,0,0,0,0,0,0,6,5,6,1,8,9,7,9,7,10,6,3,8,15,6,6,4,5,6,1,11,3,11,6,9,4,5,7,3,4,7,3,3,6,4,1,4,5,5,5,3,2,1,3,5,1,4,2,0
648,0,0,1,0,0,0,3,4,5,5,4,4,2,2,5,6,5,1,4,1,4,6,6,3,5,1,4,2,3,1,7,1,6,6,3,1,0,2,3,2,6,3,3,3,5,6,4,1,2,4,4,1,4,4,0
649,0,0,0,0,0,0,3,4,3,2,2,1,3,3,2,1,0,2,4,2,3,2,0,2,5,5,2,0,2,1,2,1,3,5,4,3,2,3,0,1,0,1,3,2,2,2,2,1,0,0,0,1,2,2,0
650,2,0,3,2,3,1,4,19,6,24,5,4,5,3,7,7,12,6,4,18,49,12,11,7,2,4,10,4,5,7,6,5,7,4,8,3,10,7,12,9,8,17,10,4,0,27,5,7,8,4,5,4,5,3,0
651,0,0,0,0,1,0,6,2,3,1,0,2,2,1,2,2,2,0,0,1,0,1,2,4,4,0,0,2,4,2,3,1,1,3,2,2,5,2,2,0,0,2,3,0,0,2,2,1,3,3,2,0,2,5,0
652,0,0,0,1,0,0,3,4,0,7,0,6,2,5,2,3,3,5,1,10,4,0,0,0,3,2,2,2,0,2,7,2,3,2,2,2,0,0,0,0,2,2,2,2,2,1,0,1,0,0,2,1,2,0,0
653,1,0,0,0,0,1,4,5,3,6,5,3,0,0,4,6,2,4,1,5,6,4,2,4,4,2,5,4,2,7,1,2,2,4,2,2,3,5,7,0,2,10,5,3,3,3,3,3,1,3,3,4,4,2,0
654,1,0,1,0,9,4,3,7,4,7,7,3,1,5,5,4,6,12,2,7,9,2,4,6,3,2,6,7,16,6,6,2,2,6,3,2,12,1,1,2,4,2,11,10,2,1,1,3,4,4,2,4,11,2,0
655,0,0,0,1,1,1,5,2,3,5,1,4,2,1,2,0,3,1,1,1,3,3,5,4,3,2,5,5,3,8,5,2,1,2,1,1,1,0,1,2,3,1,3,2,2,3,2,1,0,6,1,1,0,5,0
656,0,0,0,0,0,0,2,1,2,3,2,20,1,0,0,1,1,4,1,3,1,1,4,3,5,1,4,1,4,3,4,2,0,1,2,1,2,2,6,2,2,3,9,4,1,3,0,1,5,3,1,3,3,0,0
657,0,0,0,0,0,0,6,2,2,3,1,1,3,3,3,3,3,2,1,1,3,3,3,3,2,1,3,2,5,3,3,1,0,1,1,2,5,1,3,3,2,3,2,2,3,2,1,1,0,1,2,1,2,1,1
658,0,0,0,0,0,1,13,14,4,10,13,11,7,7,16,11,6,12,19,11,9,12,15,12,9,5,18,6,14,5,9,5,6,13,20,13,20,5,24,19,11,12,17,25,12,15,13,9,7,18,13,7,20,11,0
659,4,0,0,0,0,6,24,28,21,17,27,25,9,25,25,22,20,29,34,17,18,26,24,14,23,14,28,16,23,17,24,26,16,15,29,20,19,16,20,28,26,16,28,19,19,37,27,22,21,28,33,16,16,0,0
660,0,0,0,0,0,9,14,16,14,18,16,11,11,14,17,22,13,20,18,13,18,14,16,10,30,18,17,15,17,16,17,19,13,24,21,14,27,13,11,24,18,21,22,12,24,21,14,19,11,18,20,19,15,2,0
661,0,0,0,0,1,17,27,28,13,19,19,25,28,22,22,17,28,23,20,31,17,28,26,21,24,21,31,25,23,22,25,21,21,31,17,24,37,22,35,16,27,22,14,21,39,32,31,22,25,26,21,17,33,13,0
662,0,0,0,0,0,0,38,32,28,24,24,25,23,35,32,25,25,37,31,23,37,38,23,23,29,18,23,29,25,32,29,25,31,33,25,28,26,13,25,22,36,28,34,31,23,31,24,25,23,28,30,20,29,21,0
663,0,0,0,0,0,0,28,52,17,19,13,39,9,14,22,9,12,19,15,39,9,17,15,15,17,12,24,21,24,16,25,12,11,23,18,17,14,18,29,36,29,13,24,22,29,13,29,17,16,15,9,8,13,14,0
664,0,0,1,0,0,9,9,14,11,19,14,18,10,14,15,15,19,14,18,21,16,16,19,9,25,11,21,18,26,10,16,19,20,10,13,14,11,12,25,16,14,11,14,22,9,27,20,14,11,17,19,12,12,10,0
665,0,0,0,0,1,2,24,22,20,21,18,14,17,22,23,20,24,13,23,22,13,29,22,18,22,8,20,26,21,14,28,23,20,26,23,21,28,15,25,27,23,24,24,24,23,21,30,23,21,19,21,23,31,14,0
666,0,0,0,0,0,2,36,31,24,28,26,18,32,21,28,30,29,31,24,31,37,35,16,25,33,12,44,23,27,28,32,23,34,33,34,19,38,20,24,30,36,28,17,32,32,26,25,25,27,24,21,27,28,31,0
667,0,0,0,1,0,1,0,9,8,11,2,5,2,8,6,4,4,5,10,5,5,3,2,4,9,2,10,11,4,7,8,11,12,2,9,4,9,13,11,10,12,6,16,11,9,10,6,3,6,10,8,5,3,6,0
668,1,0,0,0,5,12,47,33,33,44,41,26,28,36,48,31,12,7,15,37,36,43,25,20,40,26,91,41,59,51,35,62,40,47,46,25,37,37,28,50,46,28,43,36,24,26,41,64,21,35,66,37,39,13,0
669,0,0,0,0,0,0,5,6,9,8,9,4,15,12,5,8,7,11,4,7,7,10,9,3,7,7,14,9,5,8,13,13,12,9,6,9,9,9,10,9,10,6,11,9,9,12,7,9,4,13,10,10,7,3,0
670,2,0,0,0,0,0,30,11,5,16,8,11,15,5,7,9,12,8,10,15,7,6,0,1,14,7,14,10,8,9,10,16,16,40,17,11,7,10,17,15,10,11,5,19,7,19,7,6,4,8,11,2,5,2,0
671,0,0,0,0,0,0,3,2,0,0,0,1,2,0,1,1,1,1,0,3,2,1,2,1,2,2,2,2,1,3,3,3,1,2,1,0,2,2,2,2,1,0,3,0,2,0,0,2,1,1,5,1,0,0,0
672,0,0,0,0,0,0,4,5,6,3,7,11,10,9,4,7,9,6,5,8,4,4,5,0,3,2,8,6,4,7,4,5,6,7,4,2,9,9,13,8,9,13,12,9,5,6,9,6,5,8,6,10,7,0,0
673,0,0,0,0,1,4,8,26,17,15,15,7,6,8,12,8,9,17,15,8,13,6,5,14,10,14,17,8,24,17,19,18,26,22,33,12,7,8,13,15,24,9,19,8,14,14,12,9,10,21,18,9,12,3,0
674,25,13,19,19,17,7,17,21,17,18,9,10,12,12,16,23,9,8,15,16,14,16,16,10,16,14,28,20,13,21,19,21,20,16,20,23,20,12,21,28,25,12,17,30,31,24,20,16,13,16,26,13,12,0,0
675,0,0,0,0,0,0,9,7,9,6,10,6,6,2,6,7,2,3,9,5,5,4,9,4,6,2,8,5,7,10,4,10,1,9,4,4,5,9,8,8,9,7,7,10,5,6,5,6,5,4,2,5,4,0,0
676,1,2,5,3,1,0,22,17,20,13,17,11,19,19,47,24,21,21,19,22,31,20,17,19,11,15,33,20,19,20,21,25,21,21,19,15,17,12,16,28,17,21,21,34,14,38,7,20,13,20,16,13,13,8,0
677,0,0,0,0,1,9,14,16,23,6,5,14,8,10,17,20,17,17,26,12,16,12,15,13,20,16,24,19,11,22,19,17,7,16,19,9,14,10,13,17,17,20,21,17,13,11,8,12,7,20,17,13,13,0,0
678,0,1,0,0,0,0,6,14,19,5,19,9,6,12,12,12,18,10,29,15,8,14,10,14,16,7,17,10,27,13,9,10,19,20,11,11,10,6,9,15,16,17,14,24,13,15,16,8,17,11,8,9,15,2,0
679,0,0,0,0,0,0,0,1,2,0,0,6,10,9,15,16,10,8,8,12,13,15,10,10,13,11,15,19,16,11,8,8,20,17,9,7,14,10,14,11,23,16,13,16,15,16,14,8,5,8,14,11,29,4,0
680,0,0,0,0,0,7,21,17,20,11,11,9,11,16,8,12,8,15,9,18,12,12,13,10,13,8,15,21,17,9,16,11,12,29,14,11,8,8,11,24,15,14,18,16,10,19,16,10,6,9,15,10,14,6,0
681,0,1,0,1,0,8,12,19,25,9,12,18,14,19,21,6,28,20,13,23,16,14,9,15,14,10,20,20,17,13,15,23,18,16,15,8,17,12,18,20,21,17,17,14,13,21,12,16,7,5,2,0,3,0,0
682,0,0,0,0,0,6,4,11,7,7,8,5,12,5,9,15,13,25,16,20,17,10,2,3,16,13,19,6,18,16,15,13,9,23,16,14,10,6,17,19,15,10,13,19,4,20,4,2,31,19,4,15,24,0,0
683,0,0,0,0,0,0,0,2,1,0,0,5,10,14,14,10,31,18,18,15,28,13,15,18,14,7,25,19,16,23,17,20,21,17,16,15,10,10,19,18,28,17,12,8,24,20,14,13,10,10,25,11,15,2,0
684,0,0,0,0,0,0,7,15,11,15,18,7,5,19,16,15,8,17,9,17,19,4,14,55,7,11,19,9,15,16,16,14,13,5,18,14,5,3,6,14,13,8,16,10,7,4,32,9,15,6,18,3,10,11,0
685,0,0,0,0,0,0,4,2,1,4,3,1,2,3,5,5,1,5,2,6,1,2,0,2,7,2,6,0,0,3,3,1,0,1,2,2,2,0,3,5,6,2,2,2,7,3,0,1,6,4,8,0,1,2,0
686,0,0,0,0,0,0,3,7,3,14,4,12,10,3,9,6,6,1,6,8,7,7,6,8,7,2,11,12,12,3,13,20,7,7,6,6,5,2,5,8,6,6,3,8,7,5,1,5,6,3,7,2,11,2,0
687,0,0,0,0,0,0,5,14,7,11,13,5,5,10,14,11,12,13,7,12,9,8,12,10,8,6,13,7,8,1,9,13,3,12,11,1,19,7,6,4,2,2,4,0,0,1,0,1,1,0,0,0,1,12,0
688,0,0,0,0,0,3,7,15,12,14,5,8,4,12,13,15,15,15,8,11,21,11,13,22,9,14,10,13,6,11,12,16,12,9,19,18,20,9,13,20,19,14,18,11,8,24,18,17,23,14,22,8,22,3,0
689,0,0,0,0,1,0,1,62,6,12,24,6,6,14,7,11,9,117,5,5,2,7,1,23,3,2,6,0,4,0,5,3,2,5,2,3,31,3,4,11,21,1,4,1,40,0,6,0,6,5,8,2,11,0,0
690,1,0,0,0,0,0,7,2,3,5,10,2,4,2,5,6,3,8,3,3,1,3,2,4,3,0,6,4,3,3,3,8,6,3,0,5,2,1,6,3,4,5,3,6,2,5,0,3,4,3,0,0,1,6,0
691,0,1,0,0,1,1,7,15,11,21,7,17,8,16,40,18,23,23,13,38,10,28,9,12,11,11,22,55,46,14,23,18,7,5,8,55,1,2,51,27,1,6,18,61,15,15,9,21,15,16,22,13,18,4,0
692,0,0,0,0,0,0,0,6,1,5,2,3,1,6,4,6,1,7,1,5,5,6,0,2,4,2,4,3,3,8,1,3,7,2,1,3,10,5,3,1,6,6,2,0,3,1,0,0,0,1,4,5,7,1,0
693,0,1,0,0,0,0,1,3,4,4,1,2,1,3,1,2,2,3,3,6,4,4,7,4,4,2,6,6,4,4,6,6,3,11,4,5,4,0,3,1,2,3,5,3,3,4,1,4,4,4,1,2,0,1,0
694,0,0,0,0,0,0,2,4,2,7,4,1,4,5,9,3,7,4,1,1,5,3,3,4,7,3,3,9,3,4,2,8,6,10,1,3,9,3,4,6,7,6,6,5,10,6,3,2,2,4,4,4,5,1,0
695,0,0,0,0,0,0,7,11,8,19,5,5,19,6,6,11,10,11,11,91,9,2,5,6,6,6,6,5,9,8,7,9,8,5,8,14,36,10,7,10,14,11,11,83,12,3,1,6,2,6,9,7,11,4,0
696,0,0,0,0,0,0,3,5,13,5,6,5,4,4,9,4,8,4,5,4,7,2,6,4,3,6,7,7,6,4,6,8,5,1,6,3,2,1,5,6,4,4,3,4,1,4,4,4,6,5,6,2,7,1,0
697,0,0,1,0,0,0,9,7,8,5,8,5,6,4,8,15,13,6,1,5,3,6,5,6,8,6,6,11,6,13,5,7,2,6,4,5,7,3,13,5,15,5,11,4,7,7,3,4,4,5,8,4,5,5,0
698,0,0,0,0,0,0,4,3,10,4,4,12,8,6,2,8,5,5,12,5,15,6,6,14,7,2,12,10,10,10,7,12,9,2,9,8,5,6,5,12,9,8,2,4,8,7,2,3,6,6,6,8,3,7,0
699,0,0,0,0,0,0,2,6,6,13,7,6,11,9,9,11,14,20,14,16,11,14,10,11,6,9,15,8,12,12,12,6,14,9,9,8,10,6,10,9,16,9,13,8,5,7,11,6,6,8,3,4,11,4,0
700,0,0,0,0,0,0,9,6,6,5,5,3,4,4,5,6,6,6,4,3,3,5,2,4,2,4,4,0,3,3,4,5,4,7,5,5,3,2,3,3,4,3,2,5,2,4,3,1,1,5,0,1,4,0,0
701,0,0,0,0,0,1,2,0,0,2,6,1,2,2,1,0,4,4,0,1,0,0,1,1,0,3,6,2,1,3,2,5,1,1,2,0,5,0,1,1,0,2,0,1,0,1,1,1,1,1,2,1,0,0,0
702,0,0,0,0,0,0,9,7,5,3,5,9,8,4,13,6,6,9,6,4,4,6,3,4,8,4,11,4,14,2,8,8,10,5,10,5,7,5,5,11,3,7,12,6,2,10,8,3,6,7,9,6,3,1,0
703,0,0,0,0,0,1,4,10,5,6,8,5,9,12,12,13,17,12,7,13,8,8,5,9,8,3,17,13,16,14,16,7,13,14,7,12,7,11,14,10,18,8,3,7,20,7,8,12,4,10,9,8,12,8,0
704,1,0,0,0,0,2,6,3,12,9,12,3,2,4,12,11,11,10,9,17,7,8,9,6,7,4,7,4,6,9,8,9,5,13,5,3,7,8,8,9,6,8,5,7,6,0,5,5,2,3,8,1,5,6,0
705,0,0,0,0,0,0,3,4,8,9,4,4,0,7,7,12,7,7,4,4,3,12,8,8,6,3,13,17,8,7,4,7,7,9,4,2,7,6,4,10,4,8,7,5,4,3,5,4,1,9,5,7,6,1,0
706,0,4,18,7,14,5,12,18,50,22,23,17,13,13,17,19,25,13,14,149,20,19,23,15,24,11,28,23,25,24,26,31,23,116,16,25,16,19,25,17,18,16,19,18,10,13,14,10,16,13,14,10,10,9,0
707,0,0,0,0,0,0,6,9,5,11,8,7,8,4,20,10,8,12,7,10,6,10,14,9,7,4,7,9,14,10,11,19,15,16,11,12,11,7,17,19,15,10,11,6,4,6,6,9,7,7,12,6,13,9,0
708,0,0,0,0,0,0,2,3,2,2,3,2,4,5,4,3,1,4,3,6,2,4,2,2,8,5,4,1,2,3,3,2,2,3,2,3,1,3,2,2,5,1,1,2,2,1,3,1,0,2,2,1,1,0,0
709,0,0,0,0,0,0,3,4,4,5,4,3,1,4,5,4,3,6,0,2,0,1,0,1,2,0,3,1,1,1,1,0,1,2,2,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0
710,0,0,0,0,0,0,5,1,1,1,3,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,3,1,1,0,0,0,2,0,1,1,1,1,0,3,2,0,1,2,1,0,0,1,0,0
711,0,0,0,0,0,0,6,8,13,10,9,3,7,6,15,10,7,7,7,15,12,8,21,10,9,3,9,12,8,6,8,8,2,6,10,9,7,9,10,6,13,6,10,10,4,13,4,8,10,6,10,9,4,6,0
712,0,0,0,0,0,2,1,4,9,5,5,6,8,8,9,5,2,8,7,4,1,11,6,4,4,5,5,7,7,5,7,8,10,9,7,8,11,8,8,8,8,6,11,7,8,5,4,7,6,10,5,8,8,2,0
713,0,0,0,0,0,0,6,10,23,20,18,16,21,11,25,23,34,21,16,17,12,15,13,5,21,14,18,19,16,20,14,25,22,23,9,19,18,13,15,19,14,19,14,18,16,23,14,17,15,18,12,7,14,10,0
714,0,0,0,0,0,0,2,2,8,10,7,11,5,6,15,10,12,9,6,9,8,8,9,10,8,3,10,9,13,5,12,7,8,14,10,5,14,7,11,15,9,9,12,10,6,5,11,7,8,10,6,5,9,8,0
715,0,0,0,0,0,0,5,2,4,7,2,7,5,3,7,11,9,9,7,6,7,5,3,2,6,4,13,5,8,14,8,6,6,8,6,1,4,3,9,2,12,7,12,11,8,5,2,1,0,6,10,3,3,3,0
716,0,1,0,0,0,1,7,10,28,22,17,13,13,18,28,18,26,11,21,19,15,17,13,13,10,11,21,8,20,22,25,20,21,24,11,6,17,11,29,17,33,24,26,17,12,19,10,13,10,16,12,13,5,8,0
717,0,0,0,0,0,1,4,4,17,17,8,11,11,15,15,13,17,22,13,18,11,13,13,9,9,9,11,16,22,11,19,10,12,11,21,8,11,11,9,11,20,21,16,17,10,16,8,10,8,24,18,14,11,10,0
718,0,0,0,0,0,0,8,16,9,10,9,7,11,7,7,8,6,13,11,8,6,7,11,12,9,5,6,10,10,8,11,9,7,10,5,8,9,7,4,6,3,6,3,3,2,2,1,2,6,7,7,7,7,4,0
719,0,0,0,0,0,0,18,20,11,11,18,7,9,10,19,13,22,16,18,13,13,13,16,10,18,9,9,16,13,6,13,17,20,16,11,13,11,12,20,6,8,11,8,10,4,7,5,5,5,8,15,6,11,2,0
720,0,0,0,0,1,12,40,51,30,34,26,32,21,33,29,27,42,33,28,31,30,41,33,24,46,22,33,32,41,35,34,35,42,48,38,25,43,30,41,30,41,29,31,50,35,32,37,42,27,40,29,32,37,24,0
722,0,0,0,0,0,0,39,24,26,22,26,40,39,31,36,29,27,26,34,29,23,29,36,31,31,24,32,31,37,22,25,34,34,41,45,35,31,23,35,33,32,32,22,41,20,22,31,44,26,32,40,28,30,25,0
722,0,0,0,0,0,0,39,24,26,22,26,40,39,31,36,29,27,26,34,29,23,29,36,31,31,24,32,31,37,22,25,34,34,41,45,35,31,23,35,33,32,32,22,41,20,22,31,44,26,32,40,28,30,25,0
723,1,0,0,0,0,0,18,19,16,21,18,18,11,17,19,12,2,16,11,17,13,17,17,9,22,11,15,15,17,10,19,22,16,13,24,20,9,9,17,22,23,16,8,7,13,17,20,21,14,15,19,17,20,4,0
724,0,0,0,0,0,0,19,30,19,26,30,24,26,22,25,29,24,17,22,21,21,29,23,23,14,14,25,32,16,18,34,25,22,24,30,20,26,26,26,31,36,25,27,27,33,27,17,26,19,33,36,22,30,25,0
725,0,0,0,0,0,5,7,16,13,6,12,9,10,11,16,7,10,12,11,6,8,12,8,5,16,4,15,7,9,12,11,11,8,18,8,16,10,7,7,15,12,14,6,10,7,17,9,12,5,8,8,7,13,8,0
726,0,0,0,0,0,3,12,7,12,2,0,8,8,14,12,16,3,9,13,10,10,12,11,3,17,5,15,12,12,9,12,15,10,9,19,11,15,7,15,9,10,17,15,12,10,10,10,15,9,9,6,6,16,11,0
727,0,0,0,0,0,2,6,16,15,12,12,19,13,15,8,11,12,12,15,14,7,16,15,11,10,11,12,16,15,11,12,12,13,14,11,8,11,15,14,10,18,13,12,13,13,10,17,6,15,15,13,13,16,0,0
728,1,0,1,0,0,1,29,35,46,27,19,24,32,26,23,25,31,29,25,33,24,27,27,28,25,12,27,31,23,18,31,26,25,40,24,21,22,30,36,16,35,33,27,38,21,32,25,25,21,25,23,17,32,4,0
729,0,0,0,0,0,0,1,1,1,4,4,8,3,2,0,4,4,7,3,5,7,1,3,1,7,3,7,4,0,3,3,3,6,4,4,0,5,5,2,3,2,1,6,1,5,5,0,3,4,3,3,3,2,1,0
730,0,0,0,0,0,0,7,4,6,4,6,3,8,4,2,6,6,12,5,4,2,3,8,6,10,2,8,5,11,7,6,9,20,3,1,1,13,3,9,7,11,4,8,10,10,10,12,6,2,6,6,6,6,5,0
731,0,2,0,0,0,0,8,14,16,13,10,14,10,8,14,6,12,7,14,9,15,15,12,8,15,12,15,21,13,10,19,18,8,22,15,9,12,9,9,10,12,15,10,13,16,15,19,11,12,10,20,4,13,5,0
732,0,0,0,0,0,0,0,0,0,1,0,0,14,6,13,10,18,11,12,12,9,6,18,19,15,15,18,14,19,11,18,11,17,23,10,14,16,11,7,12,13,18,20,14,13,14,21,10,14,12,8,7,11,1,0
733,0,0,0,0,0,0,1,0,0,3,10,14,4,3,4,1,1,0,1,1,0,0,0,1,4,0,0,1,0,2,0,1,2,0,0,0,13,14,16,13,15,10,12,15,13,18,14,8,10,10,12,10,18,9,0
734,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,1,0,0,0,17,10,14,11,18,5,5,2,6,1,2,8,19,15,29,15,12,21,25,22,15,10,1,1,14,11,15,9,14,14,0
736,2,3,2,3,3,3,7,4,2,1,1,7,7,8,10,4,5,13,10,7,3,3,7,5,11,4,18,5,10,8,12,6,11,10,8,11,1,10,1,0,1,1,1,0,2,0,2,1,8,9,10,6,10,1,0
736,2,3,2,3,3,3,7,4,2,1,1,7,7,8,10,4,5,13,10,7,3,3,7,5,11,4,18,5,10,8,12,6,11,10,8,11,1,10,1,0,1,1,1,0,2,0,2,1,8,9,10,6,10,1,0
737,0,0,0,2,0,0,0,0,0,0,1,1,12,14,19,12,14,6,7,16,12,8,11,5,13,9,20,6,9,17,24,12,6,13,11,15,7,8,7,10,21,4,16,10,11,14,8,21,9,11,12,9,15,5,0
738,0,1,0,0,0,3,20,21,18,15,12,15,15,22,18,12,17,24,13,16,15,14,17,15,17,10,22,16,12,15,17,9,12,12,17,14,17,8,14,14,18,13,14,21,14,17,16,16,10,15,18,8,7,17,0
739,0,0,0,0,1,0,0,0,2,6,20,17,20,7,15,7,12,9,7,10,5,17,15,14,16,8,19,15,11,11,13,16,13,11,9,11,16,12,13,14,10,10,16,10,16,17,14,22,15,12,10,9,13,10,0
